temp_c,umidade,pressao,co2,radiacao,label,classe
14.55,30.9,85.65,1162,0.62,2,RISCO_DESPRESSURIZACAO
27.15,40.1,84.34,385,0.613,2,RISCO_DESPRESSURIZACAO
28.02,28.2,99.43,1299,0.25,1,SOBRECARGA_TERMICA
26.61,74.4,105.8,1997,0.419,3,AR_CRITICO
20.04,65.3,98.85,2779,0.239,3,AR_CRITICO
28.68,52.8,99.79,2474,0.382,3,AR_CRITICO
15.45,45.2,83.09,763,0.446,2,RISCO_DESPRESSURIZACAO
41.22,35.6,101.53,744,0.191,1,SOBRECARGA_TERMICA
41.52,37.0,100.0,897,0.255,1,SOBRECARGA_TERMICA
24.57,47.0,101.51,652,0.276,0,NOMINAL
39.75,49.5,100.23,739,0.234,1,SOBRECARGA_TERMICA
23.17,38.6,84.73,1108,0.361,2,RISCO_DESPRESSURIZACAO
19.23,56.0,100.36,3508,0.398,3,AR_CRITICO
22.81,65.2,102.16,570,0.333,0,NOMINAL
34.85,13.7,102.99,1264,0.212,1,SOBRECARGA_TERMICA
40.85,28.4,98.95,1385,0.122,1,SOBRECARGA_TERMICA
40.73,37.3,102.96,1045,0.172,1,SOBRECARGA_TERMICA
14.73,38.7,84.74,541,0.639,2,RISCO_DESPRESSURIZACAO
42.71,41.3,102.72,1552,0.263,1,SOBRECARGA_TERMICA
42.73,45.0,102.04,584,0.407,1,SOBRECARGA_TERMICA
23.04,43.2,100.87,767,0.116,0,NOMINAL
37.96,19.4,98.61,874,0.137,1,SOBRECARGA_TERMICA
25.38,42.0,101.7,2546,0.223,3,AR_CRITICO
28.16,57.1,101.14,3367,0.355,3,AR_CRITICO
27.09,31.0,88.76,659,0.666,2,RISCO_DESPRESSURIZACAO
11.98,62.8,89.35,789,0.692,2,RISCO_DESPRESSURIZACAO
19.68,46.2,100.76,2921,0.303,3,AR_CRITICO
28.09,58.9,101.61,2545,0.194,3,AR_CRITICO
20.32,54.1,95.47,884,0.431,2,RISCO_DESPRESSURIZACAO
12.68,48.6,82.88,1050,0.16,2,RISCO_DESPRESSURIZACAO
25.81,36.7,99.11,2054,0.327,3,AR_CRITICO
28.2,62.9,100.21,2284,0.242,3,AR_CRITICO
20.75,50.4,87.58,852,0.633,2,RISCO_DESPRESSURIZACAO
15.55,46.6,85.65,786,0.447,2,RISCO_DESPRESSURIZACAO
12.39,51.7,85.34,827,0.354,2,RISCO_DESPRESSURIZACAO
29.23,59.6,103.39,2760,0.36,3,AR_CRITICO
9.98,47.1,90.05,644,0.357,2,RISCO_DESPRESSURIZACAO
15.12,62.1,85.54,980,0.195,2,RISCO_DESPRESSURIZACAO
20.29,44.6,87.99,479,0.587,2,RISCO_DESPRESSURIZACAO
31.74,68.6,99.57,2141,0.517,3,AR_CRITICO
24.27,72.7,101.63,2864,0.328,3,AR_CRITICO
15.37,62.0,85.55,556,0.42,2,RISCO_DESPRESSURIZACAO
34.54,35.0,100.64,938,0.321,1,SOBRECARGA_TERMICA
21.07,43.5,97.56,704,0.272,0,NOMINAL
46.59,37.9,96.98,924,0.241,1,SOBRECARGA_TERMICA
46.56,59.9,99.64,812,0.248,1,SOBRECARGA_TERMICA
16.65,33.1,83.59,707,0.281,2,RISCO_DESPRESSURIZACAO
35.48,23.3,102.64,908,0.268,1,SOBRECARGA_TERMICA
26.38,60.1,101.4,3003,0.194,3,AR_CRITICO
22.0,62.4,100.81,3211,0.337,3,AR_CRITICO
26.48,46.6,100.94,867,0.24,0,NOMINAL
21.33,43.3,101.41,907,0.315,0,NOMINAL
47.99,40.8,96.51,1238,0.275,1,SOBRECARGA_TERMICA
43.94,36.2,102.36,428,0.472,1,SOBRECARGA_TERMICA
35.89,45.1,95.37,1058,0.246,1,SOBRECARGA_TERMICA
38.7,37.0,99.57,1077,0.313,1,SOBRECARGA_TERMICA
22.08,52.4,86.12,350,0.526,2,RISCO_DESPRESSURIZACAO
23.74,53.0,101.59,3504,0.22,3,AR_CRITICO
22.17,40.7,86.69,860,0.284,2,RISCO_DESPRESSURIZACAO
17.24,58.7,87.24,994,0.59,2,RISCO_DESPRESSURIZACAO
13.11,35.1,101.36,759,0.259,0,NOMINAL
25.13,51.0,99.56,2237,0.327,3,AR_CRITICO
23.77,18.6,94.96,1048,0.253,0,NOMINAL
23.32,32.4,97.48,681,0.301,0,NOMINAL
46.95,36.3,101.11,924,0.254,1,SOBRECARGA_TERMICA
13.42,46.4,89.93,350,0.743,2,RISCO_DESPRESSURIZACAO
38.09,39.5,98.06,1323,0.303,1,SOBRECARGA_TERMICA
48.86,36.0,98.39,1326,0.332,1,SOBRECARGA_TERMICA
23.72,50.7,101.59,2133,0.18,3,AR_CRITICO
20.98,47.0,98.58,350,0.076,0,NOMINAL
18.39,43.9,95.69,717,0.347,2,RISCO_DESPRESSURIZACAO
23.01,62.4,102.8,3019,0.297,3,AR_CRITICO
24.09,57.6,102.2,2779,0.3,3,AR_CRITICO
24.5,61.5,101.61,2522,0.255,3,AR_CRITICO
27.68,43.1,101.34,2682,0.378,3,AR_CRITICO
39.45,50.2,99.96,535,0.315,1,SOBRECARGA_TERMICA
20.64,47.3,101.61,717,0.447,0,NOMINAL
18.34,44.0,88.71,505,0.444,2,RISCO_DESPRESSURIZACAO
40.32,46.1,99.85,1521,0.395,1,SOBRECARGA_TERMICA
19.53,50.2,101.93,937,0.4,0,NOMINAL
24.25,49.8,79.18,826,0.398,2,RISCO_DESPRESSURIZACAO
40.34,43.4,100.67,726,0.235,1,SOBRECARGA_TERMICA
24.0,47.8,101.25,864,0.382,0,NOMINAL
24.79,45.8,99.31,738,0.32,0,NOMINAL
25.66,38.3,94.39,627,0.422,2,RISCO_DESPRESSURIZACAO
46.71,33.8,101.58,951,0.449,1,SOBRECARGA_TERMICA
19.79,51.2,100.42,2714,0.328,3,AR_CRITICO
25.64,67.4,100.64,3144,0.142,3,AR_CRITICO
22.34,37.7,101.6,2182,0.419,3,AR_CRITICO
29.46,40.6,100.92,739,0.196,1,SOBRECARGA_TERMICA
38.03,38.5,99.58,1158,0.3,1,SOBRECARGA_TERMICA
20.85,29.8,84.23,822,0.732,2,RISCO_DESPRESSURIZACAO
21.0,47.2,101.48,3003,0.334,3,AR_CRITICO
19.1,38.3,89.31,642,0.368,2,RISCO_DESPRESSURIZACAO
17.32,58.4,100.13,832,0.252,0,NOMINAL
13.88,34.0,84.92,644,0.526,2,RISCO_DESPRESSURIZACAO
17.51,56.2,101.31,651,0.381,0,NOMINAL
33.19,60.4,99.6,3102,0.228,3,AR_CRITICO
15.58,48.2,87.08,592,0.274,2,RISCO_DESPRESSURIZACAO
16.62,23.3,90.2,648,0.436,2,RISCO_DESPRESSURIZACAO
14.16,43.0,84.56,489,0.452,2,RISCO_DESPRESSURIZACAO
25.47,53.5,93.76,1180,0.546,0,NOMINAL
20.74,50.2,101.87,1640,0.351,3,AR_CRITICO
37.82,50.1,101.85,1116,0.241,1,SOBRECARGA_TERMICA
23.24,35.6,101.84,560,0.298,0,NOMINAL
23.22,42.0,93.86,742,0.05,2,RISCO_DESPRESSURIZACAO
16.23,47.3,95.77,676,0.634,2,RISCO_DESPRESSURIZACAO
17.93,62.6,97.85,3094,0.337,3,AR_CRITICO
40.61,25.1,98.48,560,0.201,1,SOBRECARGA_TERMICA
45.58,29.3,103.19,1216,0.103,1,SOBRECARGA_TERMICA
18.7,36.9,90.6,828,0.193,2,RISCO_DESPRESSURIZACAO
21.88,60.1,102.44,827,0.347,0,NOMINAL
18.25,41.6,100.33,3402,0.366,3,AR_CRITICO
26.89,27.9,87.98,904,0.595,2,RISCO_DESPRESSURIZACAO
38.43,59.8,102.48,962,0.366,1,SOBRECARGA_TERMICA
10.65,45.2,87.13,835,0.296,2,RISCO_DESPRESSURIZACAO
20.37,52.1,86.26,655,0.324,2,RISCO_DESPRESSURIZACAO
28.02,56.5,99.32,2344,0.362,3,AR_CRITICO
42.82,37.5,101.75,776,0.272,1,SOBRECARGA_TERMICA
23.1,45.1,98.64,883,0.342,0,NOMINAL
44.64,41.1,102.79,865,0.376,1,SOBRECARGA_TERMICA
41.92,45.3,100.95,1061,0.31,1,SOBRECARGA_TERMICA
38.01,52.6,100.0,898,0.316,1,SOBRECARGA_TERMICA
19.49,48.3,98.61,807,0.459,0,NOMINAL
35.2,50.5,99.68,1212,0.457,1,SOBRECARGA_TERMICA
36.58,30.1,101.64,787,0.223,1,SOBRECARGA_TERMICA
19.81,38.2,96.68,946,0.414,0,NOMINAL
43.58,50.2,101.15,983,0.362,1,SOBRECARGA_TERMICA
27.63,69.0,102.35,3417,0.241,3,AR_CRITICO
47.64,41.3,99.66,799,0.479,1,SOBRECARGA_TERMICA
41.46,35.1,100.23,1111,0.251,1,SOBRECARGA_TERMICA
24.93,55.6,101.39,3252,0.379,3,AR_CRITICO
27.09,49.3,102.27,1981,0.344,3,AR_CRITICO
27.75,63.7,99.77,2772,0.26,3,AR_CRITICO
43.91,45.2,101.45,741,0.366,1,SOBRECARGA_TERMICA
18.01,45.7,86.95,448,0.484,2,RISCO_DESPRESSURIZACAO
33.34,35.0,98.54,350,0.358,1,SOBRECARGA_TERMICA
10.91,30.9,92.91,716,0.417,2,RISCO_DESPRESSURIZACAO
24.52,43.0,96.83,625,0.391,0,NOMINAL
40.8,30.3,100.2,677,0.294,1,SOBRECARGA_TERMICA
23.65,41.3,99.62,559,0.503,0,NOMINAL
39.24,38.0,103.14,983,0.325,1,SOBRECARGA_TERMICA
45.94,53.5,100.76,851,0.346,1,SOBRECARGA_TERMICA
18.74,40.2,88.27,657,0.322,2,RISCO_DESPRESSURIZACAO
22.69,69.3,90.38,478,0.506,2,RISCO_DESPRESSURIZACAO
18.46,43.1,93.31,600,0.072,2,RISCO_DESPRESSURIZACAO
40.57,26.2,102.27,851,0.361,1,SOBRECARGA_TERMICA
39.8,35.3,100.94,1280,0.387,1,SOBRECARGA_TERMICA
35.45,26.6,93.52,1695,0.199,1,SOBRECARGA_TERMICA
17.8,47.7,103.03,2837,0.344,3,AR_CRITICO
18.75,65.7,100.58,2156,0.347,3,AR_CRITICO
23.38,50.8,97.31,3836,0.23,3,AR_CRITICO
37.93,36.4,97.1,1676,0.334,1,SOBRECARGA_TERMICA
22.8,28.3,100.21,351,0.379,0,NOMINAL
26.07,18.6,104.03,2403,0.477,3,AR_CRITICO
20.81,61.7,102.05,2175,0.392,3,AR_CRITICO
33.43,41.7,95.67,1219,0.408,1,SOBRECARGA_TERMICA
15.52,41.1,93.94,1331,0.481,2,RISCO_DESPRESSURIZACAO
26.06,43.8,84.31,448,0.369,2,RISCO_DESPRESSURIZACAO
38.99,36.0,102.07,840,0.328,1,SOBRECARGA_TERMICA
40.66,27.1,102.34,1185,0.413,1,SOBRECARGA_TERMICA
24.8,48.5,98.24,2148,0.241,3,AR_CRITICO
22.21,32.6,100.65,865,0.218,0,NOMINAL
23.41,38.8,102.48,651,0.258,0,NOMINAL
24.07,48.1,101.04,407,0.304,0,NOMINAL
18.23,50.1,80.5,1138,0.476,2,RISCO_DESPRESSURIZACAO
20.97,38.1,98.76,779,0.234,0,NOMINAL
22.41,48.2,101.68,403,0.368,0,NOMINAL
24.93,73.2,100.31,2782,0.314,3,AR_CRITICO
26.74,35.2,101.83,397,0.218,0,NOMINAL
44.57,35.7,98.57,905,0.379,1,SOBRECARGA_TERMICA
24.09,47.6,99.44,3616,0.255,3,AR_CRITICO
29.25,61.2,96.73,2728,0.357,3,AR_CRITICO
21.1,49.7,81.91,571,0.512,2,RISCO_DESPRESSURIZACAO
24.08,61.0,101.77,1757,0.311,3,AR_CRITICO
20.73,62.6,100.51,514,0.223,0,NOMINAL
21.0,44.8,95.98,774,0.169,0,NOMINAL
18.8,33.5,86.18,649,0.56,2,RISCO_DESPRESSURIZACAO
27.84,62.2,101.03,2320,0.219,3,AR_CRITICO
37.3,29.0,98.97,1116,0.05,1,SOBRECARGA_TERMICA
46.65,27.0,99.83,1321,0.436,1,SOBRECARGA_TERMICA
23.61,41.4,104.34,696,0.299,0,NOMINAL
25.57,44.1,100.41,355,0.123,0,NOMINAL
21.39,52.3,83.45,634,0.779,2,RISCO_DESPRESSURIZACAO
19.71,42.6,84.3,520,0.851,2,RISCO_DESPRESSURIZACAO
13.8,60.6,83.18,971,0.358,2,RISCO_DESPRESSURIZACAO
21.73,43.9,101.08,2615,0.331,3,AR_CRITICO
21.66,43.3,101.04,735,0.202,0,NOMINAL
24.73,58.2,101.05,3255,0.229,3,AR_CRITICO
16.38,44.6,90.63,885,0.383,2,RISCO_DESPRESSURIZACAO
40.22,39.5,98.88,818,0.399,1,SOBRECARGA_TERMICA
20.65,51.2,98.8,2844,0.453,3,AR_CRITICO
21.34,90.2,100.86,2739,0.198,3,AR_CRITICO
20.24,74.2,100.58,2412,0.225,3,AR_CRITICO
36.39,40.4,99.78,1367,0.338,1,SOBRECARGA_TERMICA
13.8,48.4,86.08,661,0.468,2,RISCO_DESPRESSURIZACAO
33.43,41.0,101.71,943,0.182,1,SOBRECARGA_TERMICA
9.07,49.1,85.3,506,0.493,2,RISCO_DESPRESSURIZACAO
39.84,42.6,98.85,891,0.307,1,SOBRECARGA_TERMICA
21.46,33.7,100.24,1121,0.516,0,NOMINAL
41.85,44.7,99.87,1550,0.446,1,SOBRECARGA_TERMICA
25.23,46.3,101.58,753,0.294,0,NOMINAL
15.96,51.4,97.1,2008,0.309,3,AR_CRITICO
9.46,35.8,87.23,916,0.202,2,RISCO_DESPRESSURIZACAO
45.27,44.1,97.06,545,0.27,1,SOBRECARGA_TERMICA
42.84,36.9,100.72,1222,0.357,1,SOBRECARGA_TERMICA
22.59,69.1,103.11,2541,0.506,3,AR_CRITICO
33.56,51.4,101.54,1805,0.416,3,AR_CRITICO
40.0,44.2,102.27,350,0.397,1,SOBRECARGA_TERMICA
23.76,56.0,102.2,2412,0.304,3,AR_CRITICO
25.62,46.2,88.25,543,0.533,2,RISCO_DESPRESSURIZACAO
19.97,40.5,100.94,907,0.258,0,NOMINAL
44.08,24.7,102.94,531,0.203,1,SOBRECARGA_TERMICA
11.81,34.7,93.87,535,0.055,2,RISCO_DESPRESSURIZACAO
24.34,52.5,77.38,1202,0.57,2,RISCO_DESPRESSURIZACAO
11.5,43.7,82.87,869,0.414,2,RISCO_DESPRESSURIZACAO
31.6,25.6,100.72,896,0.314,1,SOBRECARGA_TERMICA
16.9,77.6,101.76,2984,0.19,3,AR_CRITICO
25.93,59.9,96.7,3174,0.232,3,AR_CRITICO
48.43,36.2,100.39,827,0.367,1,SOBRECARGA_TERMICA
22.22,43.1,98.46,1261,0.312,0,NOMINAL
25.98,42.5,98.33,684,0.378,0,NOMINAL
24.74,80.9,101.41,2733,0.261,3,AR_CRITICO
21.26,49.4,84.28,817,0.469,2,RISCO_DESPRESSURIZACAO
33.66,43.3,101.38,559,0.322,1,SOBRECARGA_TERMICA
39.71,34.0,102.68,1006,0.476,1,SOBRECARGA_TERMICA
27.09,60.7,101.33,2993,0.352,3,AR_CRITICO
23.34,41.2,102.24,787,0.3,0,NOMINAL
40.34,27.7,96.14,1176,0.197,1,SOBRECARGA_TERMICA
36.06,37.4,101.62,664,0.374,1,SOBRECARGA_TERMICA
30.36,61.6,100.62,3650,0.306,3,AR_CRITICO
42.1,51.4,100.8,935,0.192,1,SOBRECARGA_TERMICA
16.03,53.8,98.39,619,0.214,0,NOMINAL
15.33,45.1,87.74,679,0.347,2,RISCO_DESPRESSURIZACAO
26.36,56.8,100.04,2174,0.262,3,AR_CRITICO
14.42,51.9,86.27,856,0.486,2,RISCO_DESPRESSURIZACAO
18.7,36.0,85.88,684,0.281,2,RISCO_DESPRESSURIZACAO
24.33,47.1,100.27,384,0.458,0,NOMINAL
24.28,51.9,101.48,671,0.356,0,NOMINAL
18.67,35.2,102.17,864,0.151,0,NOMINAL
23.65,64.7,101.16,1400,0.191,3,AR_CRITICO
32.96,47.4,101.92,1132,0.308,1,SOBRECARGA_TERMICA
21.47,58.4,100.75,2784,0.203,3,AR_CRITICO
43.0,29.3,101.56,1098,0.447,1,SOBRECARGA_TERMICA
21.2,30.3,85.91,732,0.446,2,RISCO_DESPRESSURIZACAO
17.64,56.7,92.19,771,0.487,2,RISCO_DESPRESSURIZACAO
22.17,70.4,102.85,2292,0.376,3,AR_CRITICO
24.78,47.6,101.2,2495,0.396,3,AR_CRITICO
27.58,43.4,100.15,2918,0.307,3,AR_CRITICO
22.38,28.4,91.31,666,0.464,2,RISCO_DESPRESSURIZACAO
47.98,33.3,101.01,709,0.414,1,SOBRECARGA_TERMICA
23.29,52.6,100.3,2084,0.363,3,AR_CRITICO
26.68,65.8,99.2,2219,0.095,3,AR_CRITICO
15.28,61.6,85.85,573,0.517,2,RISCO_DESPRESSURIZACAO
27.55,67.0,100.53,1650,0.369,3,AR_CRITICO
25.81,47.2,102.2,2573,0.132,3,AR_CRITICO
39.53,54.4,99.31,1279,0.247,1,SOBRECARGA_TERMICA
25.61,50.7,98.75,2338,0.368,3,AR_CRITICO
23.9,38.2,86.18,772,0.738,2,RISCO_DESPRESSURIZACAO
35.99,21.0,100.28,535,0.204,1,SOBRECARGA_TERMICA
15.16,54.6,91.81,866,0.402,2,RISCO_DESPRESSURIZACAO
18.45,49.0,100.62,606,0.449,0,NOMINAL
40.63,33.9,101.21,1293,0.472,1,SOBRECARGA_TERMICA
16.51,59.2,100.3,1112,0.398,0,NOMINAL
20.87,48.8,101.14,410,0.205,0,NOMINAL
15.69,51.3,94.61,716,0.506,2,RISCO_DESPRESSURIZACAO
18.35,50.3,99.56,644,0.26,0,NOMINAL
23.62,59.0,101.35,3124,0.311,3,AR_CRITICO
37.42,51.3,100.6,851,0.304,1,SOBRECARGA_TERMICA
23.03,45.7,101.19,759,0.494,0,NOMINAL
20.61,50.0,90.42,350,0.452,2,RISCO_DESPRESSURIZACAO
43.48,37.9,103.99,939,0.359,1,SOBRECARGA_TERMICA
38.5,24.5,99.94,1072,0.208,1,SOBRECARGA_TERMICA
25.19,44.9,99.25,3084,0.456,3,AR_CRITICO
22.99,53.8,101.75,571,0.41,0,NOMINAL
24.0,59.6,103.53,1983,0.288,3,AR_CRITICO
37.33,45.3,100.65,610,0.422,1,SOBRECARGA_TERMICA
29.92,55.7,100.34,2939,0.375,3,AR_CRITICO
12.81,31.2,89.77,435,0.509,2,RISCO_DESPRESSURIZACAO
15.15,57.9,77.58,584,0.67,2,RISCO_DESPRESSURIZACAO
48.33,36.2,100.88,1142,0.218,1,SOBRECARGA_TERMICA
42.07,53.0,100.42,792,0.135,1,SOBRECARGA_TERMICA
28.82,57.5,101.43,2380,0.196,3,AR_CRITICO
20.81,47.8,84.37,633,0.664,2,RISCO_DESPRESSURIZACAO
19.34,45.0,98.9,901,0.322,0,NOMINAL
12.16,42.7,77.16,961,0.05,2,RISCO_DESPRESSURIZACAO
25.67,47.4,101.62,895,0.455,0,NOMINAL
22.7,40.6,99.91,753,0.364,0,NOMINAL
22.72,39.6,98.91,2637,0.344,3,AR_CRITICO
16.13,42.5,87.94,1212,0.487,2,RISCO_DESPRESSURIZACAO
15.56,44.4,80.99,692,0.378,2,RISCO_DESPRESSURIZACAO
16.67,48.6,85.06,906,0.352,2,RISCO_DESPRESSURIZACAO
23.16,46.7,99.84,804,0.183,0,NOMINAL
15.13,46.9,100.61,685,0.215,0,NOMINAL
23.42,46.8,94.57,897,0.398,0,NOMINAL
22.56,30.7,101.68,845,0.11,0,NOMINAL
26.01,47.2,99.88,867,0.393,0,NOMINAL
36.9,40.5,102.36,1202,0.397,1,SOBRECARGA_TERMICA
17.01,38.7,88.52,695,0.365,2,RISCO_DESPRESSURIZACAO
30.14,41.7,99.21,2269,0.312,3,AR_CRITICO
41.0,35.0,101.21,683,0.126,1,SOBRECARGA_TERMICA
41.55,44.3,100.53,625,0.311,1,SOBRECARGA_TERMICA
20.31,47.2,85.23,732,0.577,2,RISCO_DESPRESSURIZACAO
21.76,24.7,97.81,355,0.224,0,NOMINAL
40.62,58.8,100.36,798,0.255,1,SOBRECARGA_TERMICA
42.93,40.9,102.41,955,0.286,1,SOBRECARGA_TERMICA
41.89,52.6,102.09,897,0.243,1,SOBRECARGA_TERMICA
20.42,56.0,100.1,3738,0.234,3,AR_CRITICO
21.83,40.4,98.82,2521,0.445,3,AR_CRITICO
18.58,40.2,83.91,516,0.309,2,RISCO_DESPRESSURIZACAO
38.65,9.0,102.36,1009,0.215,1,SOBRECARGA_TERMICA
35.31,41.9,102.35,1238,0.119,1,SOBRECARGA_TERMICA
47.24,22.0,99.22,1189,0.297,1,SOBRECARGA_TERMICA
20.84,46.8,82.73,650,0.484,2,RISCO_DESPRESSURIZACAO
18.7,46.3,86.98,511,0.571,2,RISCO_DESPRESSURIZACAO
20.54,63.4,101.53,595,0.091,0,NOMINAL
37.74,58.1,101.24,1115,0.134,1,SOBRECARGA_TERMICA
24.62,59.9,99.76,3051,0.141,3,AR_CRITICO
18.71,73.6,98.52,1184,0.464,0,NOMINAL
24.74,63.9,97.58,2835,0.445,3,AR_CRITICO
39.59,53.1,101.7,895,0.303,1,SOBRECARGA_TERMICA
14.77,33.1,102.21,656,0.291,0,NOMINAL
21.22,46.9,87.58,753,0.666,2,RISCO_DESPRESSURIZACAO
34.18,43.6,99.9,516,0.243,1,SOBRECARGA_TERMICA
17.31,64.2,102.38,2538,0.277,3,AR_CRITICO
19.65,43.9,84.14,736,0.545,2,RISCO_DESPRESSURIZACAO
13.66,35.6,86.07,665,0.285,2,RISCO_DESPRESSURIZACAO
42.57,40.2,105.86,350,0.462,1,SOBRECARGA_TERMICA
32.57,51.5,101.69,3089,0.258,3,AR_CRITICO
15.36,47.5,79.29,615,0.502,2,RISCO_DESPRESSURIZACAO
23.29,31.1,101.37,1064,0.314,0,NOMINAL
21.35,32.3,97.36,605,0.793,2,RISCO_DESPRESSURIZACAO
19.33,32.2,97.87,1319,0.495,0,NOMINAL
36.17,58.5,97.47,816,0.344,1,SOBRECARGA_TERMICA
42.12,43.6,96.54,1172,0.209,1,SOBRECARGA_TERMICA
22.3,34.6,101.96,919,0.3,0,NOMINAL
46.91,29.5,103.85,829,0.262,1,SOBRECARGA_TERMICA
26.69,50.0,100.44,3278,0.465,3,AR_CRITICO
14.83,60.9,81.05,800,0.477,2,RISCO_DESPRESSURIZACAO
38.13,46.7,103.89,788,0.346,1,SOBRECARGA_TERMICA
30.05,54.6,97.5,2005,0.286,3,AR_CRITICO
40.74,38.4,100.26,803,0.221,1,SOBRECARGA_TERMICA
21.65,57.2,98.9,3115,0.413,3,AR_CRITICO
22.7,30.9,100.7,601,0.301,0,NOMINAL
35.27,50.2,101.46,577,0.245,1,SOBRECARGA_TERMICA
20.85,82.4,101.16,2223,0.31,3,AR_CRITICO
27.09,67.9,96.67,2686,0.205,3,AR_CRITICO
44.78,40.1,101.47,1544,0.264,1,SOBRECARGA_TERMICA
21.92,44.6,99.88,2713,0.434,3,AR_CRITICO
47.24,40.3,100.0,1254,0.261,1,SOBRECARGA_TERMICA
21.28,35.8,102.79,465,0.129,0,NOMINAL
44.91,39.0,98.52,421,0.441,1,SOBRECARGA_TERMICA
23.77,50.5,102.21,1751,0.391,3,AR_CRITICO
24.25,51.5,104.45,2726,0.431,3,AR_CRITICO
29.91,72.4,101.35,2198,0.324,3,AR_CRITICO
35.03,39.5,101.63,905,0.155,1,SOBRECARGA_TERMICA
24.53,45.3,98.62,601,0.377,0,NOMINAL
22.16,39.7,98.86,785,0.298,0,NOMINAL
24.61,50.5,100.38,705,0.262,0,NOMINAL
43.79,37.7,101.3,1109,0.365,1,SOBRECARGA_TERMICA
45.81,43.8,101.07,1036,0.396,1,SOBRECARGA_TERMICA
44.71,30.0,100.88,1083,0.25,1,SOBRECARGA_TERMICA
10.92,48.2,88.04,1015,0.479,2,RISCO_DESPRESSURIZACAO
49.73,40.0,99.68,835,0.286,1,SOBRECARGA_TERMICA
16.15,39.3,100.02,715,0.213,0,NOMINAL
21.15,54.4,86.01,1143,0.705,2,RISCO_DESPRESSURIZACAO
42.43,39.2,101.15,897,0.275,1,SOBRECARGA_TERMICA
43.33,27.3,101.0,678,0.149,1,SOBRECARGA_TERMICA
40.93,41.0,102.23,1328,0.386,1,SOBRECARGA_TERMICA
14.03,52.2,99.11,691,0.468,2,RISCO_DESPRESSURIZACAO
40.22,52.9,99.86,1349,0.267,1,SOBRECARGA_TERMICA
22.57,44.2,102.68,643,0.312,0,NOMINAL
22.87,61.6,102.45,597,0.246,0,NOMINAL
39.06,29.8,95.3,1170,0.162,1,SOBRECARGA_TERMICA
20.93,70.7,101.13,2787,0.373,3,AR_CRITICO
20.58,73.6,96.59,2161,0.244,3,AR_CRITICO
34.5,43.5,105.49,450,0.183,1,SOBRECARGA_TERMICA
41.9,44.1,101.73,936,0.274,1,SOBRECARGA_TERMICA
34.53,18.1,101.11,762,0.256,1,SOBRECARGA_TERMICA
22.43,60.8,98.29,3188,0.285,3,AR_CRITICO
40.75,36.6,98.71,998,0.375,1,SOBRECARGA_TERMICA
19.89,52.4,99.4,570,0.236,0,NOMINAL
21.85,58.1,102.99,658,0.067,0,NOMINAL
41.8,46.4,102.52,675,0.284,1,SOBRECARGA_TERMICA
25.39,42.4,99.81,714,0.204,0,NOMINAL
27.24,68.0,99.63,3073,0.339,3,AR_CRITICO
26.21,43.3,102.69,350,0.232,0,NOMINAL
41.01,42.8,102.31,1009,0.371,1,SOBRECARGA_TERMICA
25.75,60.7,101.41,3359,0.344,3,AR_CRITICO
28.28,49.5,95.31,2923,0.399,3,AR_CRITICO
25.44,45.3,100.72,834,0.442,0,NOMINAL
14.69,52.1,84.83,1364,0.369,2,RISCO_DESPRESSURIZACAO
24.19,57.1,97.24,1861,0.36,3,AR_CRITICO
18.14,48.3,101.44,541,0.284,0,NOMINAL
46.48,44.4,100.19,1068,0.138,1,SOBRECARGA_TERMICA
19.46,40.5,88.04,601,0.43,2,RISCO_DESPRESSURIZACAO
21.84,61.1,103.87,734,0.339,0,NOMINAL
14.63,48.6,91.65,693,0.268,2,RISCO_DESPRESSURIZACAO
44.87,36.7,100.07,747,0.324,1,SOBRECARGA_TERMICA
22.48,71.7,101.4,2066,0.319,3,AR_CRITICO
21.41,47.9,83.53,565,0.317,2,RISCO_DESPRESSURIZACAO
22.56,41.7,105.21,826,0.297,0,NOMINAL
18.09,29.5,87.7,568,0.537,2,RISCO_DESPRESSURIZACAO
21.53,61.5,102.61,2680,0.324,3,AR_CRITICO
25.89,63.9,101.12,2987,0.397,3,AR_CRITICO
18.43,51.9,98.62,537,0.263,0,NOMINAL
18.26,40.9,100.96,2457,0.233,3,AR_CRITICO
29.92,68.2,99.08,3331,0.182,3,AR_CRITICO
40.08,26.1,101.58,868,0.271,1,SOBRECARGA_TERMICA
27.17,38.3,99.99,763,0.217,0,NOMINAL
44.73,19.8,99.92,1124,0.482,1,SOBRECARGA_TERMICA
35.9,25.7,101.18,377,0.368,1,SOBRECARGA_TERMICA
45.73,48.0,102.53,952,0.324,1,SOBRECARGA_TERMICA
37.96,36.6,101.12,991,0.134,1,SOBRECARGA_TERMICA
25.92,44.5,102.84,727,0.201,0,NOMINAL
17.4,45.9,100.06,426,0.189,0,NOMINAL
38.65,45.9,102.17,1082,0.05,1,SOBRECARGA_TERMICA
19.91,81.5,102.31,2286,0.119,3,AR_CRITICO
36.06,42.2,99.18,1340,0.241,1,SOBRECARGA_TERMICA
11.48,56.5,94.71,661,0.757,2,RISCO_DESPRESSURIZACAO
23.11,51.4,98.28,806,0.226,0,NOMINAL
26.72,34.6,100.76,1513,0.232,3,AR_CRITICO
22.61,49.3,100.13,672,0.46,0,NOMINAL
43.5,36.1,99.78,350,0.403,1,SOBRECARGA_TERMICA
